label,rising_mean,rising_std,rising_mean_diff,rising_skew,rising_kurtosis,rising_rms,rising_max,rising_min,rising_fft_centroid,rising_fft_entropy,rising_fft_spread,rising_fft_skewness,rising_fft_avg_value,rising_fft_variance,rising_fft_kurtosis,rising_fft_irregularity,falling_mean,falling_std,falling_mean_diff,falling_skew,falling_kurtosis,falling_rms,falling_max,falling_min,falling_fft_centroid,falling_fft_entropy,falling_fft_spread,falling_fft_skewness,falling_fft_avg_value,falling_fft_variance,falling_fft_kurtosis,falling_fft_irregularity,steady_mean,steady_std,steady_mean_diff,steady_skew,steady_kurtosis,steady_rms,steady_max,steady_min,steady_fft_centroid,steady_fft_entropy,steady_fft_spread,steady_fft_skewness,steady_fft_avg_value,steady_fft_variance,steady_fft_kurtosis,steady_fft_irregularity
0,1.661574548888889,0.8582756087810062,0.25711657000000004,-1.2068364187390745,-0.33190056355343023,1.848139184232649,2.2281,0.04275344,983609.1544209319,1.1233851424844932,1524000.2059751926,1.3327192825051146,4.7882281768257355,27.102103175724714,0.01533632490887138,14.098856474246313,0.23255149428571428,0.2605114745191481,-0.12141670333333333,1.9133110815814744,1.880578957320461,0.3350391773676784,0.8141609,0.08566068,1954625.5649127527,1.2978916775819727,2035862.2448359767,1.1012095088894336,0.9220130807313843,0.1686719971378136,-0.7062001097560024,1.136939892174607,2.0520200555555554,0.02899715358946206,-0.005038882352941189,-1.0489936588886695,2.0571649933109013,2.052213544022067,2.099686,1.971118,81969.40881203304,0.16747569120389832,574221.584991144,2.474823820343253,4.209381253866731,133.88330018203635,4.12485887343315,37.18178719303199
0,1.8139284933333333,0.9853325885873513,0.29996619500000005,-0.9595835080022928,-0.7354580967947091,2.0379748033388667,2.570897,0.04275344,998281.0851983487,1.1326822649079404,1550705.3027296453,1.3018865701378661,5.291725685315916,32.2914300829299,-0.048467527797484866,15.183180675044106,0.30523344,0.3963631684354653,-0.17140922285714286,1.9195132812607094,2.171118576393252,0.48024290106664724,1.242618,0.04275344,1748174.219644397,1.3179025907690216,1766052.1162478346,1.0363040813114985,1.4708459980294646,0.32577319635722046,-0.7623569149149545,1.4336972496852858,2.400302338983052,0.018591616404543276,-0.000366726495726496,0.09318251855660153,2.3562997111206254,2.4003737287151767,2.442483,2.356668,107085.12224349064,0.2898903644086672,660497.0089958999,7.484398341772017,4.9752594624823,1334.9881850707816,54.01657140890533,288.1699887607517
0,1.76752043,0.7543909001281152,0.28771793714285715,-1.7416858347302495,1.5446734184694941,1.9031804688176523,2.2281,0.04275344,881447.2907333034,0.9591424966953834,1476021.9549375707,1.1242324852089038,5.163496557681068,27.101526563371284,-0.6908659536653143,12.601566598559343,0.30599688857142854,0.3730992359629582,-0.17854942666666665,1.6996923633305467,1.3643982962811565,0.46146612783367286,1.11405,0.04275344,1975673.3964917148,1.3131581316873673,2013193.2303744718,1.0425218664705962,1.2715090142890837,0.2610984596699465,-0.750230601039164,1.293511784512537,2.0448603888888885,0.019775347115683007,-0.00252394117647059,-0.9922778767135944,-1.0153846153847128,2.044950695885586,2.056779,2.013872,49285.55665162277,0.11774459154525094,429703.0162030832,2.474833968020403,4.159232341284187,133.239676508542,4.1248875424776505,36.989961227367694
0,1.906776555,0.9351865656956591,0.34892607999999997,-1.1837621201777133,-0.10362984947349263,2.097867728021265,2.570897,0.04275344,891385.5381215519,0.9857421990834448,1436426.6113549736,1.0670396389560222,5.764821626080765,30.826631671406915,-0.7408807964834341,13.68516105102128,0.4391454875,0.6677143891974735,-0.2754806514285714,1.760402572684139,1.6025175981103112,0.7635187958002727,1.971118,0.04275344,1778658.399787165,1.3326674920204817,1700811.573364203,0.5171842888500768,2.3193263478289925,0.5921842138478094,-1.0908086776013597,2.08304801065655,2.3955836976744185,0.018285595143165488,-0.0010216190476190516,-0.5716294217080908,2.112110513528166,2.3956518611162383,2.442483,2.356668,58986.53074245565,0.16369170684870266,467152.43377088994,4.364310878870642,4.78348046390092,459.45387945918424,17.04735960561046,104.11710155815004
0,1.6796720440000001,0.8276725905079626,0.22378061777777777,-1.3596434290250041,0.05327182521903362,1.8541402052610487,2.2281,0.04275344,890725.7249860577,1.119901542162773,1386644.8756978796,1.3641865019070256,5.325068003075353,34.175508318848024,0.06433308491380796,15.917076630027017,0.41888801999999997,0.632631566920472,-0.24104557000000001,1.9028993634159233,2.183796262690527,0.7288488759231304,1.971118,0.04275344,2056497.7533002337,1.5385602543999584,1913501.1827793058,0.7830658479121086,2.2313319149776487,0.7453295287970219,-0.6239114621429298,2.4933650198841413,2.0594606875,0.024617053817001897,0.0028604666666666684,0.025634914198317926,0.19387918602788057,2.059598613258889,2.099686,2.013872,54889.04793968826,0.1286058471025091,449127.15331751714,2.267719802284815,4.198446681712813,118.10612673518375,3.1426879869846767,33.16431363221036
0,1.8519998266666668,0.7421217409032835,0.27316831999999996,-1.8580714298627732,2.067310004198303,1.9797611429533288,2.356668,0.04275344,1060378.1823483808,1.1062134378125454,1711894.5710207948,1.4761401560245442,5.06570220679747,33.868457235129256,0.21857682727143368,15.23173029731957,0.396296015,0.4082866687209218,-0.18364650857142856,1.6067118671354987,1.6094799685675971,0.5503737683413014,1.328279,0.04275344,1598376.1573908036,1.26343809817795,1787953.2431284427,1.1468467922180765,1.6521599639706774,0.7700563924736563,-0.6725727687336143,2.088188072992341,2.2225319456521744,0.020279938765087366,0.0,-0.38737932230601224,0.9527133892640332,2.22262346225589,2.271008,2.185347,110662.44873405914,0.29146670796935376,652664.5244050879,6.559051457714127,4.613886129721871,887.6434814929654,41.02152751255279,209.1596719909441
0,1.885349944,0.9485523868949991,0.26663661777777775,-1.1503225804007706,-0.3354768731076372,2.089095708424242,2.570897,0.04275344,886083.4006849435,1.118714442502671,1401370.5729848372,1.3490469345364062,5.983244809413236,43.26528927345096,0.02906532857508992,17.58667418071168,0.28377984749999996,0.3859547384274244,-0.16527965142857143,1.9387911360566406,2.241935574781328,0.45920793704745794,1.199711,0.04275344,1774122.6250705468,1.325000796240252,1758147.4364930291,0.9974528719081066,1.4024772454640635,0.2630365387365451,-0.780343066326608,1.31754991047909,2.3938114029850746,0.018135697963074657,-0.0006501060606060611,-0.8260069477959135,1.581220932949476,2.3938790753908,2.442483,2.356668,81667.84746279627,0.21073154864424826,570596.172352473,5.570430276034769,4.845175454453897,733.1181627902857,29.029909293032752,163.32085537262432
0,1.7445426342857144,0.785750827487427,0.3642244266666666,-1.711914286025542,1.351004960481963,1.8901409319060554,2.2281,0.04275344,1126072.6104525982,1.0002839768155443,1780158.178884843,1.138067845863685,4.58981146851876,19.45700887346045,-0.678635273416428,10.756073366911636,0.33049336,0.22363102024299938,-0.09998872666666668,-0.037742592791189467,-1.3387470097332843,0.3899901145850047,0.6426858,0.04275344,1263280.6180207417,1.1071958941079536,1750743.6432205925,0.9738694697600497,0.9920505548426027,0.6164093683149368,-0.8266393471180069,1.9694570256484871,2.187199130434783,0.015460219011378657,0.0006287205882352915,0.5658176398362548,4.530967506251373,2.1872529781696888,2.2281,2.14244,83179.31194384041,0.20946683142661307,589848.3751061173,5.659418534330575,4.426776646283085,631.1585956475808,30.029157287908525,152.83260787264012
0,1.7675395850000002,0.7307015540056873,0.2815883314285714,-1.775924140834518,1.6600190290324068,1.895093757691162,2.2281,0.08566068,864079.6072808227,0.9454416756445667,1473282.6872193674,1.1282382051971067,5.105808979083786,27.420308301240297,-0.6880354904181609,12.59711575305089,0.25167637,0.32590975618148704,-0.14080522285714286,1.9562919700419954,2.337000990197814,0.39532394089388095,1.02839,0.04275344,1729111.5988271835,1.3117735224378624,1754357.469010886,1.020632705343963,1.1926556582281966,0.23330400650575062,-0.7501538765418636,1.246995659156016,2.037820093023256,0.021560146059022407,-0.0010215952380952388,-0.23414645289545688,-1.9451754385964812,2.037931490800711,2.056779,2.013872,92971.42257519609,0.22363184639678074,612129.8425543676,4.364290076904054,4.106418566521435,332.17286714860353,17.047244489155712,89.03912759361978
0,1.7091979044444445,0.7720497828118018,0.25175319500000004,-1.429791996245123,0.4459224828822328,1.8577376990466874,2.2281,0.04275344,984207.9726599728,1.1043397432253181,1589624.106030123,1.407079065080037,4.761287574655335,28.947769995066874,0.11915698445458567,14.317940053076438,0.5312806920000002,0.6710997380198678,-0.39635358000000004,1.1765045420367684,-0.26268887334941393,0.8015978171054777,1.671075,0.08566068,1861429.762701343,1.0489154255786526,1977594.5042517434,0.3329573847404534,1.8712092325718073,0.3519853166058027,-1.5000000000000004,1.433878228387198,2.049207176470588,0.027286010434001022,0.0,0.13001762580626733,-0.5066115702479244,2.0493781453883546,2.099686,2.013872,76932.58002094094,0.1564940942910351,574040.1632401923,2.4748066561442665,3.9629901056787773,119.14854504920092,4.124810427343947,35.01738211450056
