Buffer Number,Packet,Start Time,End Time,ID,RTR,FDF,DLC,Data,CRC,ACK,CRC Valid,Bit Stuffing Valid,Valid,IDE
51,45,0.0224271998636993,0.0226631198623749,285,0,0,8,1C 4F 00 00 80 00 80 00,0C D5,0,1,1,1,0
51,46,0.0226692798622281,0.0229051998609037,295,0,0,8,F0 00 78 18 80 00 80 00,01 91,0,1,1,1,0
51,47,0.0229113598607569,0.0231413598594684,2B5,0,0,8,98 00 74 00 C2 00 93 FA,07 2E,0,1,1,1,0
51,48,0.0231474398593221,0.0233813598580098,2F5,0,0,8,20 9F 80 62 F0 00 FF FF,30 DA,0,1,1,1,0
51,49,0.0233874398578635,0.0236213598565513,025,0,0,8,0A 3B 80 00 80 00 80 24,30 C9,0,1,1,1,0
51,50,0.0236275998564039,0.0238535198551403,305,0,0,8,0C 00 32 34 35 38 35 39,39 ED,0,1,1,1,0
51,51,0.023859759854993,0.0240936798536807,325,0,0,8,03 81 03 C3 00 00 3D FF,60 4C,0,1,1,1,0
51,52,0.0240998398535339,0.0243418398521726,358,0,0,8,00 00 00 00 00 00 78 07,6E 87,0,1,1,1,0
51,53,0.0243479198520262,0.0245739998507616,095,0,0,8,07 FF 48 A0 32 F1 62 0A,7B 61,0,1,1,1,0
51,54,0.0245800798506153,0.024808239849338,0C5,0,0,8,30 64 80 3F FF 58 84 32,33 07,0,1,1,1,0
51,55,0.0248143198491917,0.0250562398478308,0D5,0,0,8,00 2F FF A0 00 00 00 00,03 EA,0,1,1,1,0
51,56,0.0256686398439996,0.0258946398427355,0A5,0,0,8,78 03 72 F1 21 D3 FF 00,2F 39,0,1,1,1,0
51,57,0.0259007998425886,0.026126719841325,0F5,0,0,8,AA 00 C7 FC 97 FF E2 4C,16 1F,0,1,1,1,0
51,58,0.0261328798411782,0.0263588798399141,2E5,0,0,8,80 00 1D EC 00 C7 22 ED,58 8F,0,1,1,1,0
51,59,0.0263650398397672,0.0265928798384919,3F5,0,0,8,C0 80 B8 80 3F 21 50 22,27 92,0,1,1,1,0
51,60,0.0265991198383446,0.026837039837008,410,0,0,8,00 80 00 01 01 00 CE 8F,3F 50,0,1,1,1,0
51,61,0.0268432798368607,0.0270732798355723,445,0,0,8,26 3E C0 34 00 00 97 47,3E 99,0,1,1,1,0
51,62,0.0282172798285103,0.0284471998272223,3A0,0,0,8,50 00 8D 00 ED F4 9E 00,36 8C,0,1,1,1,0
51,63,0.029131359822955,0.0293652798216427,085,0,0,8,C0 00 00 40 14 00 04 54,7C 5A,0,1,1,1,0
51,64,0.0293713598214964,0.0295931998202576,335,0,0,8,20 98 90 EA AD 38 6B 00,32 55,0,1,1,1,0
51,65,0.0298774398184207,0.0301133598170963,0B5,0,0,8,B1 D5 2F 00 00 00 00 10,0F FE,0,1,1,1,0
51,66,0.0302598398160967,0.0305017598147358,225,0,0,8,00 00 03 FF 00 00 40 00,0A BB,0,1,1,1,0
51,67,0.0305079998145885,0.0307459998132515,235,0,0,8,3F FF EF FF 42 A3 00 00,79 F0,0,1,1,1,0
51,68,0.0332810397977354,0.0335148797964237,025,0,0,8,0B 2B 80 00 80 00 80 24,62 8A,0,1,1,1,0
51,69,0.0336632797954124,0.0338971997941002,0E5,0,0,8,80 07 3C 00 F7 FF E0 00,6B 9D,0,1,1,1,0
51,70,0.0339033597939533,0.0341353597926528,105,0,0,8,98 16 2E 00 CE 03 06 C1,7F D3,0,1,1,1,0
51,71,0.0341414397925064,0.034371439791218,205,0,0,8,3A 48 A2 05 4E 04 00 00,71 4B,0,1,1,1,0
51,72,0.0343774397910721,0.0346055997897949,215,0,0,8,AC 00 DA 03 02 4E 07 CA,31 B6,0,1,1,1,0
51,73,0.0346116797896485,0.0348559197882736,265,0,0,8,00 00 00 80 00 00 00 00,0B 81,0,1,1,1,0
51,74,0.0348619197881277,0.0350799997869117,315,0,0,8,50 8D D0 12 72 B1 D5 2F,0B 48,0,1,1,1,0
51,75,0.0350860797867654,0.0353161597854765,455,0,0,8,23 81 BE C6 A0 00 CE 8F,59 FD,0,1,1,1,0
51,76,0.0382319997676461,0.0384679997663213,375,0,0,8,00 00 00 00 00 00 74 90,47 56,0,1,1,1,0
51,77,0.0390519997626626,0.0392860797613494,085,0,0,8,C0 00 00 40 94 00 04 54,4F AE,0,1,1,1,0
51,78,0.039292159761203,0.0395342397598412,0D5,0,0,8,00 0F FF E8 00 00 00 00,27 A3,0,1,1,1,0
51,79,0.0395403197596949,0.0397683997584181,0B5,0,0,8,B1 D5 2F 2B 00 00 00 10,2A 72,0,1,1,1,0
51,80,0.0397744797582718,0.040002399756996,115,0,0,8,0F D0 11 70 C7 67 C5 00,43 EB,0,1,1,1,0
51,81,0.0400085597568491,0.0402305597556094,275,0,0,8,F4 08 64 00 E3 43 88 4C,6B 56,0,1,1,1,0
51,82,0.0402589597553273,0.0404869597540511,095,0,0,8,07 FF 48 A0 32 F1 62 09,70 53,0,1,1,1,0
51,83,0.0404930397539047,0.0407211997526275,0C5,0,0,8,30 64 80 3F FF 58 84 32,33 07,0,1,1,1,0
51,84,0.0407271997524816,0.0409492797512414,3A5,0,0,8,07 76 35 FF 00 90 A9 AA,76 3A,0,1,1,1,0
51,85,0.0415055997477509,0.0417315197464873,0A5,0,0,8,78 03 72 F1 21 D3 FF 00,2F 39,0,1,1,1,0
51,86,0.0417376797463405,0.0419616797450885,0F5,0,0,8,AA 00 C7 FC 97 FF E2 4B,45 E2,0,1,1,1,0
51,87,0.0419678397449417,0.0421938397436776,3C5,0,0,8,46 21 10 00 00 2A B2 B6,67 7D,0,1,1,1,0
51,88,0.0421998397435317,0.0424298397422433,245,0,0,8,B2 F9 B3 00 D0 00 00 00,25 11,0,1,1,1,0
51,89,0.042436079742096,0.0426719997407716,255,0,0,8,01 FF E5 FF E7 F9 F7 FF,24 B6,0,1,1,1,0
51,90,0.0426781597406247,0.0429141597392999,285,0,0,8,1C 4F 00 00 80 00 80 00,0C D5,0,1,1,1,0
51,91,0.0429202397391535,0.0431561597378291,295,0,0,8,F0 00 78 18 80 00 80 00,01 91,0,1,1,1,0
51,92,0.0431623197376823,0.0433923197363938,2B5,0,0,8,A0 00 74 00 B2 00 94 FA,1A E0,0,1,1,1,0
51,93,0.0433983997362475,0.0436343197349231,025,0,0,8,0C 1B 80 00 80 00 80 24,43 BD,0,1,1,1,0
51,94,0.0436406397347753,0.0438746397334626,2F5,0,0,8,20 9F 80 62 F0 00 FF FF,30 DA,0,1,1,1,0
51,95,0.0438808797333152,0.0441068797320511,305,0,0,8,0C 00 32 34 35 38 35 39,39 ED,0,1,1,1,0
51,96,0.0441129597319048,0.0443430397306159,325,0,0,8,03 81 03 B3 00 00 4D FF,12 2A,0,1,1,1,0
51,97,0.0443491197304695,0.0445912797291072,358,0,0,8,00 00 00 00 00 00 78 07,6E 87,0,1,1,1,0
